country,sex,year,mean_bmi_urban,urban_lower_ci,urban_upper_ci,mean_bmi_rural,rural_lower_ci,rural_upper_ci
American Samoa,Men,1989,34.09186366,33.25646973,34.93962381,32.91063358,32.26846408,33.55076099
American Samoa,Men,1990,34.1078125,33.31225969,34.91139402,32.97967086,32.38043927,33.58219209
American Samoa,Men,1991,34.12166257,33.36381232,34.87692873,33.04660939,32.47234884,33.6217289
American Samoa,Men,1992,34.13307026,33.39534011,34.84573514,33.11110552,32.55224528,33.67012075
American Samoa,Men,1993,34.14127872,33.42792583,34.82799369,33.17240242,32.60917232,33.72135025
American Samoa,Men,1994,34.14582867,33.45197522,34.8234081,33.23004082,32.66192888,33.77695869
American Samoa,Men,1995,34.14505271,33.46273219,34.8181499,33.28235331,32.70015448,33.84539304
American Samoa,Men,1996,34.14050567,33.46614518,34.79959497,33.33089471,32.73383895,33.91159873
American Samoa,Men,1997,34.1335208,33.46738909,34.79533672,33.37699829,32.76553988,33.98221623
American Samoa,Men,1998,34.12532874,33.45698359,34.77120109,33.42189467,32.78875383,34.04978361
American Samoa,Men,1999,34.11635544,33.45125916,34.77024004,33.46600982,32.81492382,34.11608933
American Samoa,Men,2000,34.10765863,33.43506453,34.76050969,33.51040146,32.83667872,34.18386898
American Samoa,Men,2001,34.10002019,33.430784,34.75694479,33.55585147,32.85582698,34.24867453
American Samoa,Men,2002,34.09419174,33.4162448,34.75631175,33.60311146,32.88060009,34.31615865
American Samoa,Men,2003,34.09144861,33.41213414,34.76029712,33.65345677,32.90361785,34.39052265
American Samoa,Men,2004,34.09167318,33.40103749,34.78174701,33.70676979,32.93027746,34.47132954
American Samoa,Men,2005,34.09440957,33.38396134,34.81159967,33.76259463,32.95184838,34.55414655
American Samoa,Men,2006,34.09972773,33.36610149,34.83324995,33.82100124,32.96400226,34.64773884
American Samoa,Men,2007,34.10759137,33.34470721,34.87523489,33.88195332,32.99112328,34.73207883
American Samoa,Men,2008,34.11751019,33.31553462,34.91269488,33.94496059,33.02524335,34.82777978
American Samoa,Men,2009,34.12964097,33.29569921,34.97053914,34.01017981,33.04309553,34.93249487
American Samoa,Men,2010,34.14211392,33.2536152,35.01377249,34.07574121,33.0585521,35.04027793
American Samoa,Men,2011,34.15591823,33.20675645,35.07658443,34.14263397,33.06982566,35.15508662
American Samoa,Men,2012,34.17048689,33.17375851,35.13975216,34.21029107,33.07785904,35.2633614
American Samoa,Men,2013,34.1859103,33.12350252,35.21913961,34.27880292,33.0865272,35.38487161
American Samoa,Men,2014,34.20156892,33.07915026,35.28273211,34.34755,33.08587165,35.51731925
American Samoa,Men,2015,34.21719161,33.01394491,35.36437279,34.41626113,33.07992082,35.65813981
American Samoa,Men,2016,34.23283889,32.96741285,35.46172582,34.48499685,33.08229452,35.78922842
American Samoa,Men,2017,34.24879664,32.89628286,35.55552153,34.55404305,33.07402106,35.94242702
Andorra,Men,1985,24.97124196,22.47298602,27.38902533,25.27585921,22.75301875,27.69360338
Andorra,Men,1986,25.04271297,22.57484534,27.44018796,25.33681779,22.86789404,27.72669469
Andorra,Men,1987,25.11384898,22.68117844,27.48210627,25.39744137,22.96487894,27.7571055
Andorra,Men,1988,25.18537173,22.76802227,27.52560418,25.45845169,23.03127164,27.80420497
Andorra,Men,1989,25.2569489,22.85707397,27.56814967,25.51951643,23.11984893,27.86459011
Andorra,Men,1990,25.32883134,22.91338366,27.621183,25.58088644,23.21597171,27.9345783
Andorra,Men,1991,25.40086154,22.99498503,27.6956724,25.64240421,23.29055731,27.95913067
Andorra,Men,1992,25.47375326,23.081679,27.76985274,25.7047835,23.35981195,28.0033524
Andorra,Men,1993,25.54772887,23.16929854,27.82619767,25.76824668,23.41991199,28.05461449
Andorra,Men,1994,25.62291385,23.26329611,27.91551293,25.83291924,23.47993713,28.11367405
Andorra,Men,1995,25.69998322,23.32795503,27.96746723,25.89947617,23.55261933,28.18908177
Andorra,Men,1996,25.77906891,23.41061328,28.03890285,25.96804944,23.61561427,28.25731464
Andorra,Men,1997,25.85873867,23.49658643,28.14242313,26.03720676,23.68470102,28.33231833
Andorra,Men,1998,25.93902257,23.58014184,28.22015824,26.10697823,23.74461651,28.42001761
Andorra,Men,1999,26.01979633,23.66601897,28.3086053,26.17723956,23.81001091,28.48970558
Andorra,Men,2000,26.1002132,23.74386455,28.40100268,26.24714401,23.87806598,28.55542027
Andorra,Men,2001,26.18045053,23.82555948,28.49242401,26.31686891,23.95719051,28.6437182
Andorra,Men,2002,26.25858526,23.90949076,28.58452786,26.38449121,24.02244477,28.7204993
Andorra,Men,2003,26.33346544,23.99004497,28.65185089,26.44885896,24.09708478,28.78716139
Andorra,Men,2004,26.4044664,24.05226832,28.71556092,26.50934749,24.16633286,28.84008327
Andorra,Men,2005,26.47004711,24.11137718,28.79515086,26.56441577,24.23235714,28.90500747
Andorra,Men,2006,26.52876017,24.1537204,28.86083418,26.6126164,24.26065741,28.95566444
Andorra,Men,2007,26.5801842,24.21216092,28.89256341,26.65352801,24.30868864,29.00664799
Andorra,Men,2008,26.62399538,24.2535766,28.9382961,26.68682675,24.34424105,29.03980927
Andorra,Men,2009,26.66020614,24.29256025,28.98393917,26.71252508,24.38559838,29.06057284
Andorra,Men,2010,26.6885383,24.32464875,29.02083161,26.73034481,24.40373467,29.08218636
Andorra,Men,2011,26.71046813,24.32386046,29.06087317,26.74176222,24.41629642,29.09625855
Andorra,Men,2012,26.72851979,24.33151262,29.07780503,26.74930145,24.40348975,29.10875935
Andorra,Men,2013,26.74430563,24.34462899,29.11026891,26.75457485,24.38251054,29.12834328
Andorra,Men,2014,26.75920689,24.34433051,29.12105901,26.75896369,24.38051804,29.13209027
Andorra,Men,2015,26.77419438,24.33422648,29.15633241,26.76343874,24.36464358,29.17641934
Andorra,Men,2016,26.78955173,24.34650108,29.19827356,26.76828366,24.33890011,29.20760653
Andorra,Men,2017,26.8049546,24.34057506,29.25465329,26.77317411,24.30744035,29.24284843
Angola,Men,1985,21.41689692,18.78147711,24.02712032,20.22054969,17.61303396,22.86715363
Angola,Men,1986,21.4734754,18.8734836,24.03557519,20.27662353,17.71873323,22.88521312
Angola,Men,1987,21.53006824,18.94779734,24.06517713,20.33271174,17.80019881,22.91240299
Angola,Men,1988,21.58672366,19.03967719,24.09166904,20.38886251,17.87492139,22.93758549
Angola,Men,1989,21.64348236,19.12196777,24.11829637,20.44511658,17.95789466,22.96089659
Angola,Men,1990,21.70000969,19.22074992,24.16883928,20.50113926,18.02286761,23.00531415
Angola,Men,1991,21.75607928,19.2781039,24.20667471,20.55670421,18.08904536,23.04876367
Angola,Men,1992,21.81225345,19.3604873,24.27095158,20.61237374,18.15270463,23.09026771
Angola,Men,1993,21.86830419,19.45542474,24.31899388,20.66791985,18.23002764,23.13835329
Angola,Men,1994,21.92479617,19.51567409,24.36415184,20.72390718,18.29371623,23.18988925
Angola,Men,1995,21.98177173,19.55828672,24.40086961,20.7803781,18.35344177,23.23421163
Angola,Men,1996,22.03964473,19.61949829,24.47734692,20.83774646,18.41714528,23.28910298
Angola,Men,1997,22.09857443,19.67501207,24.53820533,20.89617152,18.47636855,23.32969683
Angola,Men,1998,22.15860833,19.74478393,24.58692809,20.95570078,18.53889941,23.3765656
Angola,Men,1999,22.2200358,19.81080685,24.64853921,21.01662361,18.58705278,23.42735565
Angola,Men,2000,22.28258235,19.84950293,24.69400301,21.07866552,18.66785013,23.48842921
Angola,Men,2001,22.34563949,19.91605343,24.75760524,21.14121802,18.72361166,23.55460236
Angola,Men,2002,22.40907951,19.99539815,24.80546033,21.2041534,18.80042479,23.61040107
Angola,Men,2003,22.47305176,20.04591348,24.87184315,21.26762101,18.8753399,23.66633617
Angola,Men,2004,22.53695021,20.11084572,24.92538214,21.33101482,18.9457391,23.744962
Angola,Men,2005,22.5995564,20.19212073,25.0026023,21.39311636,19.01136593,23.80094173
Angola,Men,2006,22.66079361,20.23443551,25.06887821,21.45384894,19.05856907,23.84841402
Angola,Men,2007,22.72006187,20.28154565,25.12644557,21.51261256,19.11371506,23.89160196
Angola,Men,2008,22.77742361,20.30032643,25.17937346,21.56946966,19.16722857,23.94987095
Angola,Men,2009,22.83215585,20.33683597,25.25476451,21.62369726,19.22022977,24.03097979
Angola,Men,2010,22.88411349,20.38763221,25.32575198,21.67515026,19.26481538,24.10167496
Angola,Men,2011,22.93470689,20.43310338,25.37910607,21.72523902,19.28481761,24.15148753
Angola,Men,2012,22.98471776,20.46870147,25.44011708,21.77474525,19.32792755,24.23530209
Angola,Men,2013,23.035036,20.48800137,25.5288846,21.82455885,19.34356547,24.30122981
Angola,Men,2014,23.0857889,20.52266622,25.60131215,21.87480711,19.36174931,24.38114436
Angola,Men,2015,23.13672626,20.54697953,25.6732155,21.92523983,19.356431,24.45516911
Angola,Men,2016,23.18805971,20.58163679,25.75409351,21.97606864,19.38375579,24.5512224
Angola,Men,2017,23.23915381,20.59933757,25.86526707,22.0266581,19.41746573,24.64368362
Antigua and Barbuda,Men,1985,24.24673892,21.8234653,26.75463657,23.22475093,20.76400655,25.68374909
Antigua and Barbuda,Men,1986,24.30726818,21.94148789,26.77246937,23.29527707,20.86293276,25.69676368
Antigua and Barbuda,Men,1987,24.36783904,22.05039591,26.79435594,23.36584481,20.96328038,25.74550298
Antigua and Barbuda,Men,1988,24.42914026,22.14321254,26.8196144,23.4371429,21.07102211,25.79784187
Antigua and Barbuda,Men,1989,24.49111735,22.21262584,26.86751522,23.50911687,21.17679896,25.83630915
Antigua and Barbuda,Men,1990,24.5539391,22.29863034,26.91227225,23.5819355,21.2432903,25.87318173
Antigua and Barbuda,Men,1991,24.61780136,22.36074677,26.94288369,23.65579463,21.33438414,25.91843539
Antigua and Barbuda,Men,1992,24.6838141,22.42029035,26.98253433,23.73180426,21.43782839,26.01127612
Antigua and Barbuda,Men,1993,24.75222757,22.48806989,27.05212583,23.8102146,21.5232349,26.07272246
Antigua and Barbuda,Men,1994,24.82376787,22.56508398,27.11536478,23.89175178,21.61946637,26.14913077
Antigua and Barbuda,Men,1995,24.89865318,22.66345196,27.18073922,23.97663397,21.70738003,26.21734623
Antigua and Barbuda,Men,1996,24.9766086,22.740604,27.24965218,24.06458627,21.81724001,26.30091523
Antigua and Barbuda,Men,1997,25.05763651,22.83355688,27.3320783,24.15561105,21.9155259,26.41317963
Antigua and Barbuda,Men,1998,25.14154958,22.91509931,27.41484259,24.249521,21.99922985,26.49475405
Antigua and Barbuda,Men,1999,25.22803876,23.00888011,27.51666558,24.34600706,22.09125,26.59396924
Antigua and Barbuda,Men,2000,25.31624066,23.09285231,27.59953891,24.44420583,22.19850574,26.69599245
Antigua and Barbuda,Men,2001,25.40572763,23.19578518,27.71201463,24.54368969,22.2938227,26.79363676
Antigua and Barbuda,Men,2002,25.49536027,23.29386768,27.81988581,24.64331921,22.39653124,26.89474206
Antigua and Barbuda,Men,2003,25.58480275,23.35209421,27.87766605,24.74275857,22.49792942,26.99048564
Antigua and Barbuda,Men,2004,25.67375911,23.42342473,27.96222223,24.8417118,22.59765788,27.07566947
Antigua and Barbuda,Men,2005,25.76191501,23.52781205,28.03861042,24.93986458,22.69383455,27.19045533
Antigua and Barbuda,Men,2006,25.84822654,23.60517654,28.14583347,25.03617298,22.79678346,27.28321646
Antigua and Barbuda,Men,2007,25.93356044,23.67599048,28.22440265,25.13150376,22.88004408,27.39018784
Antigua and Barbuda,Men,2008,26.01753866,23.75131681,28.30021521,25.22547886,22.96622416,27.49424902
Antigua and Barbuda,Men,2009,26.10082876,23.808476,28.37105004,25.31876584,23.05604606,27.57315475
Antigua and Barbuda,Men,2010,26.18296325,23.88037281,28.45216078,25.4108972,23.1274293,27.68563199
Antigua and Barbuda,Men,2011,26.26394317,23.95571018,28.54276099,25.50187401,23.20204983,27.78531656
Antigua and Barbuda,Men,2012,26.34384818,24.03311621,28.64431811,25.59177589,23.27036635,27.90186833
Antigua and Barbuda,Men,2013,26.42297478,24.09538108,28.74969338,25.68089937,23.34080703,27.99239696
Antigua and Barbuda,Men,2014,26.5021616,24.15437188,28.84254512,25.77008307,23.4183501,28.09651044
Antigua and Barbuda,Men,2015,26.58104954,24.22002517,28.92334568,25.85896788,23.47465497,28.18349716
Antigua and Barbuda,Men,2016,26.65934561,24.26699461,29.02506264,25.94726083,23.53507842,28.28201234
Antigua and Barbuda,Men,2017,26.73775429,24.31348627,29.15068167,26.03566639,23.58780755,28.41461495
Argentina,Men,1985,25.36350947,24.33364074,26.42121967,24.32177193,22.95688042,25.65119539
Argentina,Men,1986,25.4310682,24.46305028,26.42257611,24.39209307,23.07731287,25.67189656
Argentina,Men,1987,25.49858797,24.57817249,26.43325174,24.46237525,23.20250115,25.69203631
Argentina,Men,1988,25.56642508,24.6991651,26.44404078,24.53297477,23.29765328,25.72212218
Argentina,Men,1989,25.63467002,24.8036542,26.46544585,24.60398212,23.40403643,25.7461573
Argentina,Men,1990,25.70362932,24.91740795,26.50701826,24.67570383,23.51256267,25.79282064
Argentina,Men,1991,25.77323213,25.00811875,26.5516773,24.74806905,23.61413621,25.82427691
Argentina,Men,1992,25.84355733,25.09463057,26.59816732,24.82115666,23.7243501,25.86710415
Argentina,Men,1993,25.91433466,25.18888873,26.65656607,24.8946964,23.81441878,25.91420602
Argentina,Men,1994,25.98602952,25.2813656,26.7049649,24.96915366,23.89536673,25.96641054
Argentina,Men,1995,26.05919176,25.36960256,26.75965399,25.04507831,24.00399875,26.02322294
Argentina,Men,1996,26.13354482,25.4600786,26.81078404,25.12219378,24.10086599,26.09313291
Argentina,Men,1997,26.20883738,25.54879426,26.87367043,25.20024875,24.19187481,26.15781018
Argentina,Men,1998,26.28592462,25.64220914,26.93705691,25.2800984,24.28917933,26.22898833
Argentina,Men,1999,26.36399816,25.73193444,27.00338177,25.36093434,24.38007159,26.29343194
Argentina,Men,2000,26.44310814,25.81922816,27.06665819,25.44280674,24.46221519,26.37230229
Argentina,Men,2001,26.52295333,25.91303875,27.13285803,25.52541434,24.55431796,26.43859974
Argentina,Men,2002,26.60386536,26.00496769,27.20782045,25.60908877,24.64399902,26.51518734
Argentina,Men,2003,26.68556593,26.10451602,27.27480156,25.69355176,24.74541938,26.5898738
Argentina,Men,2004,26.76819351,26.19635963,27.36084528,25.77894174,24.8327608,26.67915968
Argentina,Men,2005,26.85109669,26.27691165,27.43432318,25.86460733,24.93106519,26.76487107
Argentina,Men,2006,26.93393979,26.36664449,27.50283841,25.95021284,25.02860326,26.83823626
Argentina,Men,2007,27.01725688,26.44670174,27.58491935,26.03629234,25.10645946,26.91403286
Argentina,Men,2008,27.10102499,26.5196709,27.66875198,26.12282286,25.20198018,27.00081807
Argentina,Men,2009,27.18539995,26.59103859,27.75665391,26.20996023,25.28895539,27.08985109
Argentina,Men,2010,27.270058,26.66251414,27.85507703,26.29738068,25.36694153,27.18703948
Argentina,Men,2011,27.35465322,26.71149951,27.96135433,26.38473831,25.44082088,27.28260373
Argentina,Men,2012,27.43970783,26.76876284,28.06956702,26.47255534,25.50371258,27.39458371
Argentina,Men,2013,27.52532126,26.82913431,28.19464048,26.56093117,25.56720009,27.50859128
Argentina,Men,2014,27.61163927,26.8692888,28.32146755,26.65001159,25.6242492,27.64212203
Argentina,Men,2015,27.69843807,26.91089756,28.46454031,26.73957281,25.68967103,27.77873172
Argentina,Men,2016,27.78522974,26.94293103,28.61289351,26.82912688,25.72636435,27.91347882
Argentina,Men,2017,27.87163406,26.96688966,28.75944653,26.9182936,25.77303881,28.06933933
Armenia,Men,1985,23.67069828,22.22793704,25.11142442,22.82481127,21.35669144,24.30842129
Armenia,Men,1986,23.72532879,22.3628224,25.09786851,22.89022384,21.49210323,24.30650673
Armenia,Men,1987,23.77999574,22.49339259,25.09429769,22.95567285,21.61103523,24.29568628
Armenia,Men,1988,23.83527018,22.61644362,25.08374668,23.02172936,21.75315187,24.28566922
Armenia,Men,1989,23.89083541,22.73560379,25.07520412,23.08807665,21.87828311,24.29058505
Armenia,Men,1990,23.94720739,22.85146204,25.07272151,23.1552307,22.00861981,24.31001645
Armenia,Men,1991,24.00406129,22.94498506,25.08183821,23.22286666,22.11201757,24.33529732
Armenia,Men,1992,24.06164636,23.03650868,25.09638428,23.2912338,22.2236049,24.36273724
Armenia,Men,1993,24.12011316,23.12733653,25.09852527,23.36048267,22.33078851,24.38555597
Armenia,Men,1994,24.17991855,23.21786213,25.13073563,23.43107012,22.4396653,24.42110844
Armenia,Men,1995,24.24080775,23.31167021,25.15719574,23.50274139,22.55795939,24.45683481
Armenia,Men,1996,24.3029557,23.40023934,25.18590448,23.57567139,22.66025852,24.48888444
Armenia,Men,1997,24.36607048,23.4848212,25.22456698,23.64956824,22.7636107,24.52825191
Armenia,Men,1998,24.43047892,23.57993009,25.26856455,23.72475874,22.859749,24.58141117
Armenia,Men,1999,24.49623009,23.66497693,25.3226994,23.80129198,22.96253718,24.63490307
Armenia,Men,2000,24.56288424,23.75754771,25.36802918,23.8787282,23.06046238,24.69353869
Armenia,Men,2001,24.63088221,23.8547917,25.41441453,23.95750823,23.16241134,24.75548783
Armenia,Men,2002,24.70037531,23.95127564,25.45483925,24.0377834,23.28227421,24.81928886
Armenia,Men,2003,24.77134439,24.03930711,25.51034809,24.11953454,23.37885648,24.88228675
Armenia,Men,2004,24.84466954,24.13885948,25.56569751,24.20364176,23.48162276,24.95099571
Armenia,Men,2005,24.91966689,24.22763889,25.62685054,24.28942117,23.58920331,25.02197868
Armenia,Men,2006,24.99600126,24.31597568,25.68749754,24.37653761,23.68495435,25.09246932
Armenia,Men,2007,25.07334246,24.40365126,25.74733323,24.46466088,23.763918,25.17784269
Armenia,Men,2008,25.15167502,24.49104072,25.82203742,24.5537755,23.86274508,25.25713002
Armenia,Men,2009,25.23035216,24.58316319,25.8840782,24.6432347,23.95816763,25.33324117
Armenia,Men,2010,25.30843916,24.66274344,25.96524396,24.73210377,24.04993685,25.42201343
